descricao_produto_preco_minimo,id_produto,uf,regionalizacao,ano_inicio_vigencia,mes_incio_vigencia,ano_termino_vigencia,mes_termino_vigencia,preco,dsc_unidade_comercializacao,nome_normativo,url
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AM,AM,2019,1,2019,12,0.44,kg,"PORTARIA Nº 141, DE 8 DE JANEI",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AM,AM,2020,1,2020,12,1.03,kg,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AM,AM,2021,1,2021,12,1.03,kg,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AM,AM,2022,1,2022,12,1.72,kg,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AM,AM,2023,1,2023,12,2.69,kg,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AM,AM,2024,1,2024,12,2.68,kg,"PORTARIA MDA N° 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AM,AM,2025,1,2025,12,2.68,kg,"PORTARIA MAPA Nº 750, DE 24 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-750-de-24-de-dezembro-de-2024-604348255
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AM,AM,2026,1,2026,12,2.7,kg,"PORTARIA MAPA Nº 868, DE 1º DE",https://in.gov.br/en/web/dou/-/portaria-mapa-n-868-de-1-de-dezembro-de-2025-672624071
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AP,AP,2018,1,2018,12,0.47,kg,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AP,AP,2019,1,2019,12,0.44,kg,"PORTARIA Nº 141, DE 8 DE JANEI",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AP,AP,2020,1,2020,12,1.03,kg,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AP,AP,2021,1,2021,12,1.03,kg,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AP,AP,2022,1,2022,12,1.72,kg,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AP,AP,2023,1,2023,12,2.69,kg,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AP,AP,2024,1,2024,12,2.68,kg,"PORTARIA MDA N° 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AP,AP,2025,1,2025,12,2.68,kg,"PORTARIA MAPA Nº 750, DE 24 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-750-de-24-de-dezembro-de-2024-604348255
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,AP,AP,2026,1,2026,12,2.7,kg,"PORTARIA MAPA Nº 868, DE 1º DE",https://in.gov.br/en/web/dou/-/portaria-mapa-n-868-de-1-de-dezembro-de-2025-672624071
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,PA,PA,2018,1,2018,12,0.47,kg,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,PA,PA,2019,1,2019,12,0.44,kg,"PORTARIA Nº 141, DE 8 DE JANEI",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,PA,PA,2020,1,2020,12,1.03,kg,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,PA,PA,2021,1,2021,12,1.03,kg,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,PA,PA,2022,1,2022,12,1.72,kg,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,PA,PA,2023,1,2023,12,2.69,kg,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,PA,PA,2024,1,2024,12,2.68,kg,"PORTARIA MDA N° 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,PA,PA,2025,1,2025,12,2.68,kg,"PORTARIA MAPA Nº 750, DE 24 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-750-de-24-de-dezembro-de-2024-604348255
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,PA,PA,2026,1,2026,12,2.7,kg,"PORTARIA MAPA Nº 868, DE 1º DE",https://in.gov.br/en/web/dou/-/portaria-mapa-n-868-de-1-de-dezembro-de-2025-672624071
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RO,RO,2018,1,2018,12,0.47,kg,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RO,RO,2019,1,2019,12,0.44,kg,"PORTARIA Nº 141, DE 8 DE JANEI",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RO,RO,2020,1,2020,12,1.03,kg,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RO,RO,2021,1,2021,12,1.03,kg,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RO,RO,2022,1,2022,12,1.72,kg,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RO,RO,2023,1,2023,12,2.69,kg,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RO,RO,2024,1,2024,12,2.68,kg,"PORTARIA MDA N° 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RO,RO,2025,1,2025,12,2.68,kg,"PORTARIA MAPA Nº 750, DE 24 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-750-de-24-de-dezembro-de-2024-604348255
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RO,RO,2026,1,2026,12,2.7,kg,"PORTARIA MAPA Nº 868, DE 1º DE",https://in.gov.br/en/web/dou/-/portaria-mapa-n-868-de-1-de-dezembro-de-2025-672624071
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RR,RR,2018,1,2018,12,0.47,kg,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RR,RR,2019,1,2019,12,0.44,kg,"PORTARIA Nº 141, DE 8 DE JANEI",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RR,RR,2020,1,2020,12,1.03,kg,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RR,RR,2021,1,2021,12,1.03,kg,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RR,RR,2022,1,2022,12,1.72,kg,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RR,RR,2023,1,2023,12,2.69,kg,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RR,RR,2024,1,2024,12,2.68,kg,"PORTARIA MDA N° 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RR,RR,2025,1,2025,12,2.68,kg,"PORTARIA MAPA Nº 750, DE 24 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-750-de-24-de-dezembro-de-2024-604348255
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,RR,RR,2026,1,2026,12,2.7,kg,"PORTARIA MAPA Nº 868, DE 1º DE",https://in.gov.br/en/web/dou/-/portaria-mapa-n-868-de-1-de-dezembro-de-2025-672624071
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,TO,TO,2018,1,2018,12,0.47,kg,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,TO,TO,2019,1,2019,12,0.44,kg,"PORTARIA Nº 141, DE 8 DE JANEI",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,TO,TO,2020,1,2020,12,1.03,kg,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,TO,TO,2021,1,2021,12,1.03,kg,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,TO,TO,2022,1,2022,12,1.72,kg,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,TO,TO,2023,1,2023,12,2.69,kg,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,TO,TO,2024,1,2024,12,2.68,kg,"PORTARIA MDA N° 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,TO,TO,2025,1,2025,12,2.68,kg,"PORTARIA MAPA Nº 750, DE 24 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-750-de-24-de-dezembro-de-2024-604348255
MURUMURU (FRUTO) - PRODUTO EXTRATIVO,11587,TO,TO,2026,1,2026,12,2.7,kg,"PORTARIA MAPA Nº 868, DE 1º DE",https://in.gov.br/en/web/dou/-/portaria-mapa-n-868-de-1-de-dezembro-de-2025-672624071
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AC,AC,2014,7,2015,6,0.43,kg,"PORTARIA  Nº  190,  DE  9  DE",NI
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AC,AC,2015,7,2016,6,0.46,kg,"PORTARIA  Nº  190,  DE  9  DE",NI
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AC,AC,2016,7,2017,6,0.56,kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AC,AC,2017,7,2017,12,0.56,kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AC,AC,2018,1,2018,12,0.67,kg,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AC,AC,2019,1,2019,12,0.62,kg,"PORTARIA Nº 141, DE 8 DE JANEI",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AC,AC,2020,1,2020,12,0.56,kg,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AC,AC,2021,1,2021,12,0.56,kg,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AC,AC,2022,1,2022,12,0.43,kg,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AC,AC,2023,1,2023,12,0.46,kg,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AC,AC,2024,1,2024,12,0.53,kg,"PORTARIA MDA N° 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AC,AC,2025,1,2025,12,0.69,kg,"PORTARIA MAPA Nº 750, DE 24 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-750-de-24-de-dezembro-de-2024-604348255
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AC,AC,2026,1,2026,12,0.69,kg,"PORTARIA MAPA Nº 868, DE 1º DE",https://in.gov.br/en/web/dou/-/portaria-mapa-n-868-de-1-de-dezembro-de-2025-672624071
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AM,AM,2014,7,2015,6,0.43,kg,"PORTARIA  Nº  190,  DE  9  DE",NI
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AM,AM,2015,7,2016,6,0.46,kg,"PORTARIA  Nº  190,  DE  9  DE",NI
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AM,AM,2016,7,2017,6,0.56,kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AM,AM,2017,7,2017,12,0.56,kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AM,AM,2018,1,2018,12,0.67,kg,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AM,AM,2019,1,2019,12,0.62,kg,"PORTARIA Nº 141, DE 8 DE JANEI",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AM,AM,2020,1,2020,12,0.56,kg,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AM,AM,2021,1,2021,12,0.56,kg,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AM,AM,2022,1,2022,12,0.43,kg,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AM,AM,2023,1,2023,12,0.46,kg,,
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AM,AM,2024,1,2024,12,0.53,kg,"PORTARIA MDA N° 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AM,AM,2025,1,2025,12,0.69,kg,"PORTARIA MAPA Nº 750, DE 24 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-750-de-24-de-dezembro-de-2024-604348255
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AM,AM,2026,1,2026,12,0.69,kg,"PORTARIA MAPA Nº 868, DE 1º DE",https://in.gov.br/en/web/dou/-/portaria-mapa-n-868-de-1-de-dezembro-de-2025-672624071
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AP,AP,2014,7,2015,6,0.43,kg,"PORTARIA  Nº  190,  DE  9  DE",NI
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AP,AP,2015,7,2016,6,0.46,kg,"PORTARIA  Nº  190,  DE  9  DE",NI
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AP,AP,2016,7,2017,6,0.56,kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AP,AP,2017,7,2017,12,0.56,kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AP,AP,2018,1,2018,12,0.67,kg,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AP,AP,2019,1,2019,12,0.62,kg,"PORTARIA Nº 141, DE 8 DE JANEI",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AP,AP,2020,1,2020,12,0.56,kg,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AP,AP,2021,1,2021,12,0.56,kg,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AP,AP,2022,1,2022,12,0.43,kg,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AP,AP,2023,1,2023,12,0.46,kg,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AP,AP,2024,1,2024,12,0.53,kg,"PORTARIA MDA N° 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AP,AP,2025,1,2025,12,0.69,kg,"PORTARIA MAPA Nº 750, DE 24 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-750-de-24-de-dezembro-de-2024-604348255
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,AP,AP,2026,1,2026,12,0.69,kg,"PORTARIA MAPA Nº 868, DE 1º DE",https://in.gov.br/en/web/dou/-/portaria-mapa-n-868-de-1-de-dezembro-de-2025-672624071
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,PA,PA,2014,7,2015,6,0.43,kg,"PORTARIA  Nº  190,  DE  9  DE",NI
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,PA,PA,2015,7,2016,6,0.46,kg,"PORTARIA  Nº  190,  DE  9  DE",NI
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,PA,PA,2016,7,2017,6,0.56,kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,PA,PA,2017,7,2017,12,0.56,kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,PA,PA,2018,1,2018,12,0.67,kg,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,PA,PA,2019,1,2019,12,0.62,kg,"PORTARIA Nº 141, DE 8 DE JANEI",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,PA,PA,2020,1,2020,12,0.56,kg,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,PA,PA,2021,1,2021,12,0.56,kg,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,PA,PA,2022,1,2022,12,0.43,kg,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,PA,PA,2023,1,2023,12,0.46,kg,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,PA,PA,2024,1,2024,12,0.53,kg,"PORTARIA MDA N° 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,PA,PA,2025,1,2025,12,0.69,kg,"PORTARIA MAPA Nº 750, DE 24 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-750-de-24-de-dezembro-de-2024-604348255
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,PA,PA,2026,1,2026,12,0.69,kg,"PORTARIA MAPA Nº 868, DE 1º DE",https://in.gov.br/en/web/dou/-/portaria-mapa-n-868-de-1-de-dezembro-de-2025-672624071
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,RO,RO,2014,7,2015,6,0.43,kg,"PORTARIA  Nº  190,  DE  9  DE",NI
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,RO,RO,2015,7,2016,6,0.46,kg,"PORTARIA  Nº  190,  DE  9  DE",NI
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,RO,RO,2016,7,2017,6,0.56,kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,RO,RO,2017,7,2017,12,0.56,kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,RO,RO,2018,1,2018,12,0.67,kg,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,RO,RO,2019,1,2019,12,0.62,kg,"PORTARIA Nº 141, DE 8 DE JANEI",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,RO,RO,2020,1,2020,12,0.56,kg,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,RO,RO,2021,1,2021,12,0.56,kg,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,RO,RO,2022,1,2022,12,0.43,kg,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
PEQUI (FRUTO) - PRODUTO EXTRATIVO,7559,RO,RO,2023,1,2023,12,0.46,kg,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
