produto,classificao_produto,id_produto,uf,regiao,ano,mes,data_inicial_final_semana,semana,dsc_nivel_comercializacao,valor_produto_kg
ENERGIA ELETRICA,NÃO INFORMADO,4423,AM,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,
ENERGIA ELETRICA,NÃO INFORMADO,4423,AM,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,
ENERGIA ELETRICA,NÃO INFORMADO,4423,AM,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,
ENERGIA ELETRICA,NÃO INFORMADO,4423,PA,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,
ENERGIA ELETRICA,NÃO INFORMADO,4423,PA,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,
ENERGIA ELETRICA,NÃO INFORMADO,4423,PA,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,
ENERGIA ELETRICA,NÃO INFORMADO,4423,PA,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,
ENERGIA ELETRICA,NÃO INFORMADO,4423,PA,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,
ENGEO,PLENO 141 + 106 G/L,7297,TO,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,237.8
ENGEO,PLENO 141 + 106 G/L,7297,TO,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,237.8
ENGEO,PLENO 141 + 106 G/L,7297,TO,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,237.8
ENGEO,PLENO 141 + 106 G/L,7297,TO,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,237.8
ENGEO,PLENO 141 + 106 G/L,7297,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,240.3
ENGEO,PLENO 141 + 106 G/L,7297,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,240.3
ENGEO,PLENO 141 + 106 G/L,7297,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,240.3
ENGEO,PLENO 141 + 106 G/L,7297,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,240.3
"EPI COMPLETO (OCULOS, LUV",NÃO INFORMADO,12595,RO,NORTE,2025,10,29-09-2025 - 03-10-2025,1,PREÇO PAGO PELO PROD,134.0
"EPI COMPLETO (OCULOS, LUV",NÃO INFORMADO,12595,RO,NORTE,2025,10,27-10-2025 - 31-10-2025,5,PREÇO PAGO PELO PROD,134.0
"EPI COMPLETO (OCULOS, LUV",NÃO INFORMADO,12595,RO,NORTE,2025,10,06-10-2025 - 10-10-2025,2,PREÇO PAGO PELO PROD,134.0
"EPI COMPLETO (OCULOS, LUV",NÃO INFORMADO,12595,RO,NORTE,2025,10,13-10-2025 - 17-10-2025,3,PREÇO PAGO PELO PROD,134.0
"EPI COMPLETO (OCULOS, LUV",NÃO INFORMADO,12595,RO,NORTE,2025,10,20-10-2025 - 24-10-2025,4,PREÇO PAGO PELO PROD,134.0
"EPI COMPLETO (OCULOS, LUV",NÃO INFORMADO,12595,RO,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,134.0
ESCARIFICADOR AGRICOLA,9 HASTES,14013,TO,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,63500.0
ESCARIFICADOR AGRICOLA,9 HASTES,14013,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,58000.0
ESCARIFICADOR AGRICOLA,9 HASTES,14013,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,58000.0
ESCARIFICADOR AGRICOLA,9 HASTES,14013,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,58000.0
ESCARIFICADOR AGRICOLA,9 HASTES,14013,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,58000.0
ESTACAS,DE MADEIRA,12886,PA,NORTE,2025,9,01-09-2025 - 05-09-2025,1,PREÇO PAGO PELO PROD,0.6
ESTACAS,DE MADEIRA,12886,PA,NORTE,2025,9,15-09-2025 - 19-09-2025,3,PREÇO PAGO PELO PROD,0.6
ESTACAS,DE MADEIRA,12886,PA,NORTE,2025,9,08-09-2025 - 12-09-2025,2,PREÇO PAGO PELO PROD,0.6
ESTACAS,DE MADEIRA,12886,PA,NORTE,2025,9,22-09-2025 - 26-09-2025,4,PREÇO PAGO PELO PROD,0.6
ESTACAS,DE MADEIRA,12886,PA,NORTE,2025,10,29-09-2025 - 03-10-2025,1,PREÇO PAGO PELO PROD,0.6
ESTRUTURA PARA ABASTECIME,NÃO INFORMADO,13947,TO,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,
ESTRUTURA PARA ABASTECIME,NÃO INFORMADO,13947,TO,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,
ESTRUTURA PARA ABASTECIME,NÃO INFORMADO,13947,TO,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,
ESTRUTURA PARA ABASTECIME,NÃO INFORMADO,13947,TO,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,
ESTRUTURA PARA ABASTECIME,NÃO INFORMADO,13947,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,40000.0
ESTRUTURA PARA ABASTECIME,NÃO INFORMADO,13947,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,40000.0
ESTRUTURA PARA ABASTECIME,NÃO INFORMADO,13947,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,40000.0
ESTRUTURA PARA ABASTECIME,NÃO INFORMADO,13947,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,40000.0
ESTUFA,NÃO INFORMADO,11341,PA,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,
ESTUFA,NÃO INFORMADO,11341,PA,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,
ESTUFA,NÃO INFORMADO,11341,PA,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,
ESTUFA,NÃO INFORMADO,11341,PA,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,
ESTUFA,COBERTO COM LONA E C,13898,PA,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,3800.0
ESTUFA,COBERTO COM LONA E C,13898,PA,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,3800.0
ESTUFA,COBERTO COM LONA E C,13898,PA,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,3800.0
ESTUFA,COBERTO COM LONA E C,13898,PA,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,3800.0
ESTUFA,COBERTO COM LONA E C,13898,PA,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,3800.0
ETHREL 720,720 G/L ETEFOM,14858,PA,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,225.0
ETHREL 720,720 G/L ETEFOM,14858,PA,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,225.0
ETHREL 720,720 G/L ETEFOM,14858,PA,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,225.0
ETHREL 720,720 G/L ETEFOM,14858,PA,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,225.0
EVOLUTION,"37,5 G/KG + 525 G/KG",14022,TO,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,59.3
EVOLUTION,"37,5 G/KG + 525 G/KG",14022,TO,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,59.3
EVOLUTION,"37,5 G/KG + 525 G/KG",14022,TO,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,59.3
EVOLUTION,"37,5 G/KG + 525 G/KG",14022,TO,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,59.3
EVOLUTION,"37,5 G/KG + 525 G/KG",14022,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,57.5
EVOLUTION,"37,5 G/KG + 525 G/KG",14022,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,57.5
EVOLUTION,"37,5 G/KG + 525 G/KG",14022,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,57.5
EVOLUTION,"37,5 G/KG + 525 G/KG",14022,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,57.5
FACA,PARA SANGRIA,13151,AC,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,40.0
FACA,PARA SANGRIA,13151,AC,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,40.0
FACA,CABO BRANCO 8'',15374,AM,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,36.0
FACA,CABO BRANCO 8'',15374,AM,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,36.0
FACA,CABO BRANCO 8'',15374,AM,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,36.0
FACA,CABO BRANCO 8'',15374,AM,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,36.0
FACA,CABO PRETO 7'',15373,AM,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,36.0
FACA,CABO PRETO 7'',15373,AM,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,36.0
FACA,CABO PRETO 7'',15373,AM,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,36.0
FACA,CABO PRETO 7'',15373,AM,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,36.0
FACA,CABO PRETO 7'',15373,AM,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,36.0
FACA,CABO BRANCO 8'',15374,AM,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,36.0
FACA,NÃO INFORMADO,8669,PA,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,20.0
FACA,NÃO INFORMADO,8669,PA,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,20.0
FACA,NÃO INFORMADO,8669,PA,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,20.0
FACA,NÃO INFORMADO,8669,PA,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,20.0
FACA,NÃO INFORMADO,8669,PA,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,20.0
FACAO,128 CM TRAMONTINA,13899,AM,NORTE,2026,2,09-02-2026 - 13-02-2026,2,PREÇO PAGO PELO PROD,65.0
FACAO,128 CM TRAMONTINA,13899,AM,NORTE,2026,2,16-02-2026 - 20-02-2026,3,PREÇO PAGO PELO PROD,65.0
FACAO,128 CM TRAMONTINA,13899,AM,NORTE,2026,2,02-02-2026 - 06-02-2026,1,PREÇO PAGO PELO PROD,65.0
FACAO,128 CM TRAMONTINA,13899,AM,NORTE,2026,2,23-02-2026 - 27-02-2026,4,PREÇO PAGO PELO PROD,65.0
FACAO,128 CM TRAMONTINA,13899,AM,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,60.0
FACAO,128 CM TRAMONTINA,13899,AM,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,60.0
FACAO,128 CM TRAMONTINA,13899,AM,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,60.0
FACAO,128 CM TRAMONTINA,13899,AM,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,60.0
FACAO,16 POLEGADAS TRAMONT,14239,AC,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,100.0
FACAO,16 POLEGADAS TRAMONT,14239,AC,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,100.0
FACAO,12 POLEGADAS COM BAI,15325,AM,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,55.0
FACAO,12 POLEGADAS COM BAI,15325,AM,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,55.0
FACAO,12 POLEGADAS COM BAI,15325,AM,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,55.0
FACAO,12 POLEGADAS COM BAI,15325,AM,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,55.0
FACAO,"50 CM, COM BAINHA TR",15315,AM,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,60.0
FACAO,"50 CM, COM BAINHA TR",15315,AM,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,60.0
FACAO,"50 CM, COM BAINHA TR",15315,AM,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,60.0
FACAO,"50 CM, COM BAINHA TR",15315,AM,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,60.0
FACAO,"50 CM, COM BAINHA TR",15315,AM,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,60.0
FACAO,"60 CM, COM BAINHA TR",15316,AM,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,80.0
FACAO,"60 CM, COM BAINHA TR",15316,AM,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,80.0
FACAO,"60 CM, COM BAINHA TR",15316,AM,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,80.0
FACAO,"60 CM, COM BAINHA TR",15316,AM,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,80.0
FACAO,"60 CM, COM BAINHA TR",15316,AM,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,80.0
FACAO,12 POLEGADAS COM BAI,15325,AM,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,55.0
FACAO,58 CM TRAMONTINA,11611,AM,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,82.0
FACAO,58 CM TRAMONTINA,11611,AM,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,82.0
FACAO,58 CM TRAMONTINA,11611,AM,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,82.0
FACAO,58 CM TRAMONTINA,11611,AM,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,82.0
FACAO,58 CM TRAMONTINA,11611,AM,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,82.0
FACAO,58 CM TRAMONTINA,11611,PA,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,65.0
FACAO,58 CM TRAMONTINA,11611,PA,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,65.0
FACAO,58 CM TRAMONTINA,11611,PA,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,65.0
FACAO,58 CM TRAMONTINA,11611,PA,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,65.0
FACAO,NÃO INFORMADO,11610,PA,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,70.0
FACAO,NÃO INFORMADO,11610,PA,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,70.0
FACAO,NÃO INFORMADO,11610,PA,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,70.0
FACAO,NÃO INFORMADO,11610,PA,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,70.0
FACAO,NÃO INFORMADO,11610,PA,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,70.0
FACAO,58 CM TRAMONTINA,11611,PA,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,65.0
FACAO,COM BAINHA COLLINS,13893,PA,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,90.0
FACAO,COM BAINHA COLLINS,13893,PA,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,90.0
FACAO,128 CM TRAMONTINA,13899,PA,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,70.0
FACAO,128 CM TRAMONTINA,13899,PA,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,70.0
FACAO,128 CM TRAMONTINA,13899,PA,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,70.0
FACAO,128 CM TRAMONTINA,13899,PA,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,70.0
FACAO,128 CM TRAMONTINA,13899,PA,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,70.0
FACAO,COM BAINHA COLLINS,13893,PA,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,90.0
FACAO,COM BAINHA COLLINS,13893,PA,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,90.0
FACAO,COM BAINHA COLLINS,13893,PA,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,90.0
FACAO,22 POLEGADAS,14982,PA,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,75.0
FACAO,22 POLEGADAS,14982,PA,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,75.0
FACAO,22 POLEGADAS,14982,PA,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,75.0
FACAO,20 POLEGADAS TRAMONT,14094,PA,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,68.0
FACAO,20 POLEGADAS TRAMONT,14094,PA,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,68.0
FACAO,20 POLEGADAS TRAMONT,14094,PA,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,68.0
FACAO,20 POLEGADAS TRAMONT,14094,PA,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,68.0
FACAO,22 POLEGADAS,14982,PA,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,75.0
FACAO,22 POLEGADAS,14982,PA,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,75.0
FACAO,20 POLEGADAS TRAMONT,14094,PA,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,68.0
FACAO 127,NÃO INFORMADO,14868,AM,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,79.0
FACAO 127,NÃO INFORMADO,14868,AM,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,79.0
FACAO 127,NÃO INFORMADO,14868,AM,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,79.0
FACAO 127,NÃO INFORMADO,14868,AM,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,79.0
FACAO 127,NÃO INFORMADO,14868,AM,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,79.0
FACAO 127,NÃO INFORMADO,14868,PA,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,98.0
FACAO 127,NÃO INFORMADO,14868,PA,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,98.0
FACAO 127,NÃO INFORMADO,14868,PA,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,98.0
FACAO 127,NÃO INFORMADO,14868,PA,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,98.0
FACAO 127,NÃO INFORMADO,14868,PA,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,98.0
FACAO Nº 128,TERÇADO,12381,AC,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,106.0
FACAO Nº 128,TERÇADO,12381,AC,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,106.0
FACAO Nº 128,TERÇADO,12381,AC,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,106.0
FACAO Nº 128,TERÇADO,12381,AC,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,106.0
FACAO Nº 128,TERÇADO,12381,AC,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,106.0
FACAO Nº 128,TERÇADO,12381,AM,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,92.5
FACAO Nº 128,TERÇADO,12381,AM,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,92.5
FACAO Nº 128,TERÇADO,12381,AM,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,92.5
FACAO Nº 128,TERÇADO,12381,AM,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,92.5
FACAO Nº 128,TERÇADO,12381,AM,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,92.5
FARINHA DE MANDIOCA,MÉDIA AMARELO (A) 1,368,AC,NORTE,2025,9,08-09-2025 - 12-09-2025,2,ATACADO,5.34
FARINHA DE MANDIOCA,MÉDIA AMARELO (A) 1,368,AC,NORTE,2025,9,01-09-2025 - 05-09-2025,1,ATACADO,5.34
FARINHA DE MANDIOCA,MÉDIA AMARELO (A) 1,368,AC,NORTE,2025,9,22-09-2025 - 26-09-2025,4,ATACADO,5.34
FARINHA DE MANDIOCA,MÉDIA BRANCO (A) 1 S,363,AC,NORTE,2025,9,01-09-2025 - 05-09-2025,1,ATACADO,6.79
FARINHA DE MANDIOCA,MÉDIA BRANCO (A) 1 S,363,AC,NORTE,2025,9,08-09-2025 - 12-09-2025,2,ATACADO,6.79
FARINHA DE MANDIOCA,MÉDIA BRANCO (A) 1 S,363,AC,NORTE,2025,9,15-09-2025 - 19-09-2025,3,ATACADO,6.79
FARINHA DE MANDIOCA,MÉDIA BRANCO (A) 1 S,363,AC,NORTE,2025,9,22-09-2025 - 26-09-2025,4,ATACADO,6.79
FARINHA DE MANDIOCA,MÉDIA AMARELO (A) 1,368,AC,NORTE,2025,9,15-09-2025 - 19-09-2025,3,ATACADO,5.34
FARINHA DE MANDIOCA,MÉDIA SECA BRANCA,11247,AC,NORTE,2025,9,15-09-2025 - 19-09-2025,3,PREÇO RECEBIDO P/ PR,3.07
FARINHA DE MANDIOCA,MÉDIA SECA BRANCA,11247,AC,NORTE,2025,9,01-09-2025 - 05-09-2025,1,PREÇO RECEBIDO P/ PR,3.06
FARINHA DE MANDIOCA,MÉDIA SECA BRANCA,11247,AC,NORTE,2025,9,22-09-2025 - 26-09-2025,4,PREÇO RECEBIDO P/ PR,3.06
FARINHA DE MANDIOCA,MÉDIA SECA BRANCA,11247,AC,NORTE,2025,9,08-09-2025 - 12-09-2025,2,PREÇO RECEBIDO P/ PR,3.07
FARINHA DE MANDIOCA,SECA AMARELA,15347,AC,NORTE,2025,9,15-09-2025 - 19-09-2025,3,VAREJO,5.8
FARINHA DE MANDIOCA,SECA AMARELA,15347,AC,NORTE,2025,9,08-09-2025 - 12-09-2025,2,VAREJO,5.8
FARINHA DE MANDIOCA,SECA AMARELA,15347,AC,NORTE,2025,9,01-09-2025 - 05-09-2025,1,VAREJO,5.8
FARINHA DE MANDIOCA,SECA AMARELA,15347,AC,NORTE,2025,9,22-09-2025 - 26-09-2025,4,VAREJO,5.8
FARINHA DE MANDIOCA,MÉDIA D'ÁGUA,11279,AM,NORTE,2025,9,15-09-2025 - 19-09-2025,3,PREÇO RECEBIDO P/ PR,6.0
FARINHA DE MANDIOCA,GROSSA(O) TIPO 1 D'Á,11311,AM,NORTE,2025,9,22-09-2025 - 26-09-2025,4,ATACADO,5.56
FARINHA DE MANDIOCA,GROSSA(O) TIPO 1 D'Á,11311,AM,NORTE,2025,9,08-09-2025 - 12-09-2025,2,ATACADO,5.56
FARINHA DE MANDIOCA,GROSSA(O) TIPO 1 D'Á,11311,AM,NORTE,2025,9,15-09-2025 - 19-09-2025,3,ATACADO,5.56
FARINHA DE MANDIOCA,GROSSA(O) TIPO 1 D'Á,11311,AM,NORTE,2025,9,01-09-2025 - 05-09-2025,1,ATACADO,5.56
FARINHA DE MANDIOCA,MÉDIA TIPO 1 SECA,11174,AM,NORTE,2025,9,01-09-2025 - 05-09-2025,1,ATACADO,4.6
FARINHA DE MANDIOCA,MÉDIA TIPO 1 SECA,11174,AM,NORTE,2025,9,22-09-2025 - 26-09-2025,4,ATACADO,4.6
FARINHA DE MANDIOCA,MÉDIA TIPO 1 SECA,11174,AM,NORTE,2025,9,15-09-2025 - 19-09-2025,3,ATACADO,4.6
FARINHA DE MANDIOCA,MÉDIA TIPO 1 SECA,11174,AM,NORTE,2025,9,08-09-2025 - 12-09-2025,2,ATACADO,4.6
FARINHA DE MANDIOCA,MÉDIA D'ÁGUA,11279,AM,NORTE,2025,9,22-09-2025 - 26-09-2025,4,PREÇO RECEBIDO P/ PR,6.0
FARINHA DE MANDIOCA,MÉDIA D'ÁGUA,11279,AM,NORTE,2025,9,01-09-2025 - 05-09-2025,1,PREÇO RECEBIDO P/ PR,6.0
FARINHA DE MANDIOCA,MÉDIA D'ÁGUA,11279,AM,NORTE,2025,9,08-09-2025 - 12-09-2025,2,PREÇO RECEBIDO P/ PR,6.0
