produto,classificao_produto,id_produto,nom_municipio,cod_ibge,uf,regiao,ano,mes,dsc_nivel_comercializacao,valor_produto_kg
BOI,GORDO,4193,PARAGOMINAS-PA,1505502,PA,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,20.52
BOI,GORDO,4193,ARAGUAÍNA-TO,1702109,TO,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,20.03
BOI,GORDO,4193,GURUPI-TO,1709500,TO,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,19.74
BOI,GORDO,4193,PARAÍSO DO TOCANTINS-TO,1716109,TO,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,19.74
BOI,GORDO,4193,MARABÁ-PA,1504208,PA,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,19.97
BOI,GORDO,4193,PARAGOMINAS-PA,1505502,PA,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,20.52
BOI,GORDO,4193,ARAGUAÍNA-TO,1702109,TO,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,19.83
BOI,GORDO,4193,GURUPI-TO,1709500,TO,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,19.9
BOI,GORDO,4193,PARAÍSO DO TOCANTINS-TO,1716109,TO,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,19.9
BOMBONA,NÃO INFORMADO,7399,BARCELOS-AM,1300409,AM,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,191.0
BORO,NÃO INFORMADO,5784,FLORESTA DO ARAGUAIA-PA,1503044,PA,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,17.0
BORO AGRICHEM,NÃO INFORMADO,13977,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,PREÇO PAGO PELO PRODUTOR,36.9
BORO AGRICHEM,NÃO INFORMADO,13977,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,PREÇO PAGO PELO PRODUTOR,36.9
BORO AGRICHEM,NÃO INFORMADO,13977,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,36.9
BORRACHA,CERNAMBI VIRGEM PREN,7931,SENA MADUREIRA-AC,1200500,AC,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,TARAUACÁ-AC,1200609,AC,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,XAPURI-AC,1200708,AC,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,CANUTAMA-AM,1300904,AM,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,6.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,CARAUARI-AM,1301001,AM,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,EIRUNEPÉ-AM,1301407,AM,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,6.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,ITACOATIARA-AM,1301902,AM,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,LÁBREA-AM,1302405,AM,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,MANICORÉ-AM,1302702,AM,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,PAUINI-AM,1303502,AM,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,BELTERRA-PA,1501451,PA,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,MOCAJUBA-PA,1504604,PA,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,2.1
BORRACHA,CERNAMBI VIRGEM PREN,7931,COSTA MARQUES-RO,1100080,RO,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,GUAJARÁ-MIRIM-RO,1100106,RO,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,VALE DO ANARI-RO,1101757,RO,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,6.13
BORRACHA,CERNAMBI VIRGEM PREN,7931,SENA MADUREIRA-AC,1200500,AC,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,TARAUACÁ-AC,1200609,AC,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,XAPURI-AC,1200708,AC,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,BOCA DO ACRE-AM,1300706,AM,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,CANUTAMA-AM,1300904,AM,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,6.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,CARAUARI-AM,1301001,AM,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,EIRUNEPÉ-AM,1301407,AM,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,6.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,ITACOATIARA-AM,1301902,AM,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,LÁBREA-AM,1302405,AM,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,MANICORÉ-AM,1302702,AM,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,PAUINI-AM,1303502,AM,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,6.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,BELTERRA-PA,1501451,PA,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,MOCAJUBA-PA,1504604,PA,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,2.1
BORRACHA,CERNAMBI VIRGEM PREN,7931,COSTA MARQUES-RO,1100080,RO,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,GUAJARÁ-MIRIM-RO,1100106,RO,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,4.04
BORRACHA,CERNAMBI VIRGEM PREN,7931,VALE DO ANARI-RO,1101757,RO,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,SENA MADUREIRA-AC,1200500,AC,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,TARAUACÁ-AC,1200609,AC,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,XAPURI-AC,1200708,AC,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,BOCA DO ACRE-AM,1300706,AM,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,6.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,CANUTAMA-AM,1300904,AM,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,CARAUARI-AM,1301001,AM,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,EIRUNEPÉ-AM,1301407,AM,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,6.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,ITACOATIARA-AM,1301902,AM,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,LÁBREA-AM,1302405,AM,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,MANICORÉ-AM,1302702,AM,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,6.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,PAUINI-AM,1303502,AM,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,6.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,BELTERRA-PA,1501451,PA,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,MOCAJUBA-PA,1504604,PA,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,2.1
BORRACHA,CERNAMBI VIRGEM PREN,7931,COSTA MARQUES-RO,1100080,RO,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,GUAJARÁ-MIRIM-RO,1100106,RO,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,6.58
BORRACHA,CERNAMBI VIRGEM PREN,7931,VALE DO ANARI-RO,1101757,RO,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,6.25
BORRACHA,CERNAMBI VIRGEM PREN,7931,SENA MADUREIRA-AC,1200500,AC,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,TARAUACÁ-AC,1200609,AC,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,XAPURI-AC,1200708,AC,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,BOCA DO ACRE-AM,1300706,AM,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,CANUTAMA-AM,1300904,AM,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,6.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,CARAUARI-AM,1301001,AM,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,6.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,EIRUNEPÉ-AM,1301407,AM,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,6.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,ITACOATIARA-AM,1301902,AM,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,6.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,MANICORÉ-AM,1302702,AM,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,PAUINI-AM,1303502,AM,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,6.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,BELTERRA-PA,1501451,PA,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,MOCAJUBA-PA,1504604,PA,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,2.1
BORRACHA,CERNAMBI VIRGEM PREN,7931,COSTA MARQUES-RO,1100080,RO,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,GUAJARÁ-MIRIM-RO,1100106,RO,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,6.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,VALE DO ANARI-RO,1101757,RO,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,6.11
BORRACHA NATURAL,DRC 60%,14156,ARAGUAÇU-TO,1702000,TO,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,5.7
